date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:22:51	1689564/1689564	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Sep%202025%2014:37:54%20GMT	/wp-content/uploads/2025/09/keynotephoto.jpg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/keynotephoto.jpg	(from /)
11:22:51	1369/1369	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Sep%202021%2019:45:07%20GMT	/wp-content/uploads/2021/09/rit_rgb_hor.png?w=288	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2021/09/rit_rgb_hor95fc.png	(from /)
11:22:52	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684460866104.371	/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from /)
11:22:53	79438/79438	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2015:22:52%20GMT	/GET	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/GET	(from /)
11:22:53	2008/2008	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Jan%202022%2015:26:25%20GMT	/wp-content/uploads/2022/01/cropped-favicon-wicys.png?w=50	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2022/01/cropped-favicon-wicysae05.png	(from /)
11:22:54	16012/16012	---MCZ	200	added ('OK')	text/css	etag:W/18776-1750255843703.1697	/wp-content/mu-plugins/actionbar/actionbar.css?v=20250116	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/mu-plugins/actionbar/actionbar3d0f.css	(from /)
11:22:54	7666483/7666483	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Sep%202025%2014:40:32%20GMT	/wp-content/uploads/2025/09/applepickinggroupphoto.jpg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/applepickinggroupphoto.jpg	(from /)
11:22:54	9088/9088	---MCZ	200	added ('OK')	application/javascript	etag:W/17401-1738713598453.8997	/wp-content/mu-plugins/actionbar/actionbar.js?v=20250204	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/mu-plugins/actionbar/actionbarb20e.js	(from /)
11:22:54	76988/76988	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268ee4649-12cbc%22	/_static/??-eJx9j0EOgzAMBD9Ux6RC0EvVt6SJhQJOgrCB7zcSB1oOvc56dmXcZ/AlK2XFN5cBZl6HmAX3sgQXBDw7ERIcK3LKsN3NKDf80tJ6SjEMpIK01rRMkYDdjkppZqd04X96fEmpIuA4HdM/4CqeVv3AT4J3Yx/GgsS6S7DQZloMUfRoOo6Aiwu0mBRz7Xulp+27pm27xvbjBzhvZOY=	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/_static/index81e0.html	(from /)
11:22:55	821/821	---MCZ	200	added ('OK')	application/javascript	etag:W/%22698e7b64-335%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/v22.5.3/build/scripts/dom-ready/index.min.js?m=1770945363i&ver=a06281ae5cf5500e9317	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/s1.wp.com/wp-content/plugins/gutenberg-core/v22.5.3/build/scripts/dom-ready/index.min6b20.js	(from /)
11:22:55	33548/33548	---MCZ	200	added ('OK')	application/javascript	etag:W/%22692eb817-830c%22	/wp-includes/js/dist/vendor/wp-polyfill.min.js?m=1764669441i	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-includes/js/dist/vendor/wp-polyfill.min6350.js	(from /)
11:22:55	10765/10765	---MCZ	200	added ('OK')	application/javascript	etag:W/%226995cc33-2a0d%22	/wp-content/mu-plugins/jetpack-plugin/sun/_inc/blocks/tiled-gallery/view.js?m=1771424807i&minify=false&ver=15.7-a.0	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/mu-plugins/jetpack-plugin/sun/_inc/blocks/tiled-gallery/viewe873.js	(from /)
11:22:56	12829/12829	---MCZ	200	added ('OK')	application/javascript	etag:W/12868-1717166113344.7605	http://stats.wp.com/w.js?68	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/stats.wp.com/wa3f3.js	(from /)
11:22:56	28073/28073	---MCZ	200	added ('OK')	application/javascript	etag:W/%22690474f4-6da9%22	/_static/??-eJxtjDsOgCAQBS8kbij8FcajGF2JAWEhwobrayEWxnJeZh7kINBTUpTAsQiWd00RjEphweNhiEwwa0JYWdsNcDk9R2VfrQy101SbWMH/a9FEDujdB+9ucqPsWtkPQ9e05gLzpzlh	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/_static/index57b6.html	(from /)
11:22:57	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2009%20Mar%202026%2015:22:57%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/pixel.wp.com/b0b80.gif	(from /)
11:22:58	13941/13941	---MCZ	200	added ('OK')	application/javascript	etag:W/%226904925f-3675%22	/wp-content/js/bilmur.min.js?i=17&m=202610	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/js/bilmur.minf094.js	(from /)
11:22:59	1237/1237	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226466e628-4d5%22	/wp-content/blog-plugins/marketing-bar/images/wpcom-mark.svg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/blog-plugins/marketing-bar/images/wpcom-mark.svg	(from /_static/??/wp-content/mu-plugins/widgets/eu-cookie-law/templates/style.css,/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963j&cssminify=yes)
11:22:59	17063/17063	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265301e3e-42a7%22	/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	(from /_static/??/wp-content/mu-plugins/widgets/eu-cookie-law/templates/style.css,/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963j&cssminify=yes)
11:23:00	154/154	---M--	200	added ('OK')	image/svg+xml	etag:%226466e655-9a%22	/wp-content/blog-plugins/marketing-bar/images/arrow.svg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	(from /_static/??/wp-content/mu-plugins/widgets/eu-cookie-law/templates/style.css,/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963j&cssminify=yes)
11:23:01	282/282	---M--	200	added ('OK')	image/svg+xml	etag:%226466d556-11a%22	/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/arrow-left.svg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/arrow-left.svg	(from /_static/??-eJx9jUEOwjAMBD+EE6UgKAfEW5rUAtM4ieqUit/jCqkgDr1Y9npn184FQk4VU7UlTjdKYkP2MYdBbGNcaxwIcYkIIz7NwfYkdXWA1FdEE0R29ieIJ/hmjag6l64uDsaeOozIatvC5qIMeF9GFAGdTBNDvSso23W8REOkAfWSP+WDkk25ktKyLsvjyhd3bF27b5rz6fEGYXdnlg==&cssminify=yes)
11:23:01	275/275	---M--	200	added ('OK')	image/svg+xml	etag:%226466e607-113%22	/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/arrow-right.svg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/arrow-right.svg	(from /_static/??-eJx9jUEOwjAMBD+EE6UgKAfEW5rUAtM4ieqUit/jCqkgDr1Y9npn184FQk4VU7UlTjdKYkP2MYdBbGNcaxwIcYkIIz7NwfYkdXWA1FdEE0R29ieIJ/hmjag6l64uDsaeOozIatvC5qIMeF9GFAGdTBNDvSso23W8REOkAfWSP+WDkk25ktKyLsvjyhd3bF27b5rz6fEGYXdnlg==&cssminify=yes)
11:23:03	488/488	---M--	200	added ('OK')	image/svg+xml	etag:%226466e607-1e8%22	/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/close.svg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/lightbox/close.svg	(from /_static/??-eJx9jUEOwjAMBD+EE6UgKAfEW5rUAtM4ieqUit/jCqkgDr1Y9npn184FQk4VU7UlTjdKYkP2MYdBbGNcaxwIcYkIIz7NwfYkdXWA1FdEE0R29ieIJ/hmjag6l64uDsaeOozIatvC5qIMeF9GFAGdTBNDvSso23W8REOkAfWSP+WDkk25ktKyLsvjyhd3bF27b5rz6fEGYXdnlg==&cssminify=yes)
11:23:03	721/721	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226466d55e-2d1%22	/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/social/twitter.svg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/plugins/coblocks/2.18.1-simple-rev.4/dist/images/social/twitter.svg	(from /_static/??-eJx9jUEOwjAMBD+EE6UgKAfEW5rUAtM4ieqUit/jCqkgDr1Y9npn184FQk4VU7UlTjdKYkP2MYdBbGNcaxwIcYkIIz7NwfYkdXWA1FdEE0R29ieIJ/hmjag6l64uDsaeOozIatvC5qIMeF9GFAGdTBNDvSso23W8REOkAfWSP+WDkk25ktKyLsvjyhd3bF27b5rz6fEGYXdnlg==&cssminify=yes)
11:23:04	29782/29782	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226466e555-7456%22	/i/noticons/Noticons.eot?	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/i/noticons/Noticonsd41d.eot	(from /_static/??-eJx9jUEOwjAMBD+EE6UgKAfEW5rUAtM4ieqUit/jCqkgDr1Y9npn184FQk4VU7UlTjdKYkP2MYdBbGNcaxwIcYkIIz7NwfYkdXWA1FdEE0R29ieIJ/hmjag6l64uDsaeOozIatvC5qIMeF9GFAGdTBNDvSso23W8REOkAfWSP+WDkk25ktKyLsvjyhd3bF27b5rz6fEGYXdnlg==&cssminify=yes)
11:23:04	29604/29604	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%226466d54a-73a4%22	/i/noticons/Noticons.ttf	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/i/noticons/Noticons.ttf	(from /_static/??-eJx9jUEOwjAMBD+EE6UgKAfEW5rUAtM4ieqUit/jCqkgDr1Y9npn184FQk4VU7UlTjdKYkP2MYdBbGNcaxwIcYkIIz7NwfYkdXWA1FdEE0R29ieIJ/hmjag6l64uDsaeOozIatvC5qIMeF9GFAGdTBNDvSso23W8REOkAfWSP+WDkk25ktKyLsvjyhd3bF27b5rz6fEGYXdnlg==&cssminify=yes)
11:23:05	106065/106065	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226466d542-19e51%22	/i/noticons/Noticons.svg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/i/noticons/Noticons.svg	(from /_static/??-eJx9jUEOwjAMBD+EE6UgKAfEW5rUAtM4ieqUit/jCqkgDr1Y9npn184FQk4VU7UlTjdKYkP2MYdBbGNcaxwIcYkIIz7NwfYkdXWA1FdEE0R29ieIJ/hmjag6l64uDsaeOozIatvC5qIMeF9GFAGdTBNDvSso23W8REOkAfWSP+WDkk25ktKyLsvjyhd3bF27b5rz6fEGYXdnlg==&cssminify=yes)
11:23:05	172149/172149	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Sep%202025%2014:27:31%20GMT	/wp-content/uploads/2025/09/img_5215-1.jpg?w=750	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/img_5215-10353.jpg	(from /about-us/)
11:23:07	79433/79433	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2015:23:06%20GMT	/about-us/GET	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/about-us/GET	(from /about-us/)
11:23:08	105061/105061	---MCZ	200	added ('OK')	application/javascript	etag:W/%22690474f4-19a65%22	/_static/??-eJyFj91uwjAMRl8IxyoCChfTHmUKiVW5dX5UJ/T1idSxbr1glz75zucYlwwuxUKx4F3SAFnqwFFxSbO3XsGJVSXFsSFbBB5HM+oBf2mhbhL7gYoi1faaJiYQu2ChkMUW2vE3PS6F0BAIT+vqP2Avbla7wE2KR9NdTQfKbS/BTA9zQs9a1qY1BJKsp9kEjm8+MlLJ1k3fM2qN+MXR4b2yeHR2TlVJfmIv8E/rKwZLboftxuZ9ho+uv3TX260/X8YnTXubGw==	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/_static/indexc2d7.html	(from /about-us/)
11:23:09	85449/85449	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Sep%202025%2017:59:45%20GMT	/wp-content/uploads/2025/09/ok.jpg?w=750	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/ok0353.jpg	(from /e-board/)
11:23:10	143055/143055	---M--	200	added ('OK')	image/jpeg	date:Sat,%2027%20Sep%202025%2015:06:46%20GMT	/wp-content/uploads/2025/09/f897337f-d24f-4ace-bf1c-c8a137de1604_1_201_a.jpg?w=750	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/f897337f-d24f-4ace-bf1c-c8a137de1604_1_201_a0353.jpg	(from /e-board/)
11:23:11	337486/337486	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Sep%202025%2013:19:44%20GMT	/wp-content/uploads/2025/09/image-2.png?w=750	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/image-20353.png	(from /e-board/)
11:23:12	173578/173578	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Sep%202025%2018:17:46%20GMT	/wp-content/uploads/2025/09/nush.webp	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/nush.png	(from /e-board/)
11:23:13	299261/299261	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Sep%202025%2013:23:45%20GMT	/wp-content/uploads/2025/09/image-3.png?w=750	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/image-30353.png	(from /e-board/)
11:23:13	1377/1377	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2015:23:13%20GMT	/wp-content/uploads/2025/09/img_5266.jpeg?w=750	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/img_52660353.jpeg	(from /e-board/)
11:23:14	47653/47653	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Sep%202025%2018:03:53%20GMT	/wp-content/uploads/2025/09/ok1.jpg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/ok1.jpg	(from /e-board/)
11:23:14	53169/53169	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Sep%202025%2018:05:13%20GMT	/wp-content/uploads/2025/09/ok1-1.jpg	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2025/09/ok1-1.jpg	(from /e-board/)
11:23:14	36215/36215	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Sep%202021%2017:53:25%20GMT	/wp-content/uploads/2021/09/1536149824440.jpg?w=500	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/wp-content/uploads/2021/09/1536149824440bf83.jpg	(from /e-board/)
11:23:15	79443/79443	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2015:23:14%20GMT	/e-board/GET	C:/My%20Web%20Sites/https___wicysrit.wordpress.com_/wicysrit.wordpress.com/e-board/GET	(from /e-board/)
